position,dimension,norm,seed,contestant,algorithm,subm_date,approx_factor,title_note
530,86,2285,249,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-31,0.96374,preprocess BKZ20 + pruned-parallel Enum
531,86,2291,308,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-31,0.97127,preprocess BKZ20 + pruned-parallel Enum
532,86,2297,203,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-12,0.97380,preprocess BKZ + pruned-parallel Enum
533,86,2299,9,Michael Burger,"ENUM,BKZ",2018-10-11,0.97635,"BKZ-42 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: ~100 seconds with 8 Threads on AMD Ryzen 1700."
534,86,2357,0,Artur Mariano,Sieving,2014-11-7,0.99394,
535,86,2387,0,Dan Ding,"BKZ,Other",2013-03-4,1.00677,56475.1s
536,86,2456,0,Moon Sung Lee,BKZ,2010-10-25,1.03605,NTL BKZ-40
537,85,2127,785,Jim Johnson,Sieving,2021-10-27,0.90815,Modified G6K Workout. Total CPU time (over all threads): 34.6488s.
538,85,2161,204,Michael Burger,"ENUM,BKZ",2018-11-29,0.91809,CPU-Parallel pruned enumeration with 24T in ~90 sec.
539,85,2311,0,Alex Li,"ENUM,BKZ",2015-03-2,0.98285,
540,85,2347,64,Artur Mariano and Christian Bischof,Sieving,2014-03-28,0.99965,
541,85,2355,0,Kenji Kashiwabara and Masaharu Fukase,Other,2014-03-25,1.00139,
542,85,2412,0,Dan Ding,"BKZ,Other",2013-02-28,1.02567,27817.7s
543,85,2463,8,"Michael Schneider, Norman Gï¿½ttert",Other,2011-06-9,1.04634,Random Sampling on GPU
544,84,2158,1175,Jim Johnson,Sieving,2021-10-13,0.92217,Modified G6K Workout Total CPU time:7.9779s.
545,84,2173,826,Jim Johnson,Sieving,2021-10-2,0.92643,Modified G6K Workout. Total CPU time: 18.9788s.
546,84,2202,673,Michael Burger,"ENUM,BKZ",2018-11-29,0.94163,CPU-parallel pruned Enumeration with 24 threads in 60sec.
547,84,2255,311,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-25,0.96082,
548,84,2288,9,Michael Schneider,BKZ,2010-10-4,0.97762,sage BKZ 2-39
549,83,2100,6036,Jim Johnson,Sieving,2021-10-4,0.90497,Modified G6K Workout. Total CPU time: 18.6852s.
550,83,2169,899,Jim Johnson,Sieving,2021-09-29,0.93502,Modified G6K. Total CPU time 15.7656s.
551,83,2209,316,Jim Johnson,Sieving,2021-09-27,0.95172,Modified G6K Workout. Total CPU time: 22.2551s.
552,83,2222,237,Michael Burger,"ENUM,BKZ",2018-11-29,0.95941,"Parallel CPU pruned enumeration + fplll. 24 Threads, in 20 s"
553,83,2304,64,Artur Mariano und Christian Bischof,Sieving,2014-03-21,0.99466,
554,83,2384,5123,Malin Haque,BKZ,2013-05-4,1.02578,"aborted BKZ-30, ~21600s for 5 runs"
555,83,2405,5121,Malin Haque,BKZ,2013-05-4,1.03077,"aborted BKZ-30, ~21600s"
556,83,2433,0,Dan Ding,"BKZ,Other",2013-02-27,1.04267,40907.8s
557,82,2043,8449,Jim Johnson,Sieving,2021-10-17,0.88534,Modified G6K Workout. Total CPU time (over all threads): 3.8146s..
558,82,2107,6917,Jim Johnson,Sieving,2021-10-16,0.91540,Modified G6K Workout. Total CPU time (over all threads): 11.2590s..
559,82,2117,5850,Jim Johnson,Sieving,2021-10-15,0.91718,Modified G6K Workout Total CPU time: 9.4211s.
560,82,2130,5001,Jim Johnson,Sieving,2021-10-15,0.92168,Modified G6K Workout Total CPU time: 27.1332s.
561,82,2131,2896,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-12,0.92380,preprocess BKZ + pruned-parallel Enum
562,82,2133,155,Michael Burger,"ENUM,BKZ",2018-11-29,0.92282,CPU-parallel pruned enumeration with 12T in 11sec.
563,82,2231,93,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-24,0.96919,
564,82,2303,0,Moon Sung Lee,Sieving,2010-10-22,0.99566,Runtime : 611h
565,81,2073,9152,Jim Johnson,Sieving,2021-10-17,0.90340,Modified G6K Workout. Total CPU time (over all threads): 7.1916s.
566,81,2090,7137,Jim Johnson,Sieving,2021-10-15,0.91167,Modified G6K Workout Total CPU time: 5.0411s.
567,81,2103,6473,Jim Johnson,Sieving,2021-10-14,0.91846,Modified G6K Workout Total CPU time: 9.2247s.
568,81,2112,4174,Jim Johnson,Sieving,2021-10-6,0.92158,Modified G6K Workout. Total CPU time: 10.5123s.
569,81,2133,3273,Jim Johnson,Sieving,2021-10-6,0.92581,Modified G6K Workout. Total CPU time: 14.1697s.
570,81,2134,299,Michael Burger,"ENUM,BKZ",2018-11-29,0.92813,CPU-parallel pruned enumeration with 12T in 9sec.
571,81,2276,0,Dan Ding,"BKZ,Other",2013-02-27,0.99192,A Genetic Algorithm using 66926.3s
572,81,2325,71,Usatyuk Vasiliy,BKZ,2012-08-31,1.01532,block 41
573,80,2040,7951,Jim Johnson,Sieving,2021-10-16,0.89186,Modified G6K Workout. Total CPU time (over all threads): 7.3713s..
574,80,2077,7856,Jim Johnson,Sieving,2021-10-16,0.90673,Modified G6K Workout. Total CPU time (over all threads): 3.0053s..
575,80,2085,5904,Jim Johnson,Sieving,2021-10-15,0.91064,Modified G6K Workout Total CPU time: 16.1406s.
576,80,2088,3865,Jim Johnson,Sieving,2021-10-13,0.91785,Modified G6K Workout Total CPU time:9.0195s.
577,80,2105,1728,Jim Johnson,Sieving,2021-10-9,0.91954,Modified G6K Workout. Total CPU time: 19.3889s.
578,80,2111,1472,Jim Johnson,Sieving,2021-10-4,0.92317,Modified G6K Workout. Total CPU time: 11.0994s.
579,80,2117,720,Michael Burger,"ENUM,BKZ",2018-11-29,0.92625,CPU-parallel pruned enumeration with 12T in 10sec
580,80,2163,426,Dipta Das & Nafiul Hassan,Other,2017-01-27,0.94517,
581,80,2202,8,Felix Fontein,"BKZ,Other",2012-08-7,0.96102,"BKZ with blocksize 20 and alpha = 0.99 with Deep Insertions (to the 30 first positions). No pre-reduction. The total running time was 4.8 minutes, 48347 enumerations were done, 16066 of them successful. The shortest vector was found after 2.2 minutes and 3279 enumerations."
582,80,2217,1,"Michael Schneider, ï¿½zgï¿½r Dagdelen, Jan Reichelt","ENUM,Other",2010-11-26,0.96922,Time: 27587 Enumcalls: 6
583,80,2272,0,Benjamin Milde,Sieving,2010-05-11,0.99554,gsieve-parallel-alpha
584,79,1966,6348,Jim Johnson,Sieving,2021-10-26,0.86817,Modified G6K Workout. Total CPU time (over all threads): 1.5051s.
